,description,disease,is_original
6357,kutapikitapika,Typhoid,False
6358,kutapika,Typhoid,True
6359,kutu,Typhoid,False
6360,ftigue,Typhoid,False
6361,fatigue,Typhoid,True
6362,fatigooe,Typhoid,False
6363,uchoovu,Typhoid,False
6364,uchovhu,Typhoid,False
6365,uchovu,Typhoid,True
6366,hih fever,Typhoid,False
6367,high fever,Typhoid,True
6368,high feber,Typhoid,False
6369,homa kli,Typhoid,False
6370,home kali,Typhoid,False
6371,hooma kali,Typhoid,False
6372,homa kali,Typhoid,True
6373,nusea,Typhoid,False
6374,ausea,Typhoid,False
6375,neusea,Typhoid,False
6376,nausea,Typhoid,True
6377,nauusea,Typhoid,False
6378,kichefuuchefu,Typhoid,False
6379,kichefuchefu,Typhoid,True
6380,canstipation,Typhoid,False
6381,constipation,Typhoid,True
6382,counstipation,Typhoid,False
6383,consthipation,Typhoid,False
6384,kukosa choo,Typhoid,True
6385,abdominal pain,Typhoid,True
6386,abdomimal paion,Typhoid,False
6387,abdominal painy,Typhoid,False
6388,abdominal paain,Typhoid,False
6389,maumivu ya tumbo,Typhoid,True
6390,maoomivu ya tumbo,Typhoid,False
6391,maumivu ya tumbbo,Typhoid,False
6392,maumumivu ya tumbo,Typhoid,False
6393,diarrhouea,Typhoid,False
6394,diarrhoea,Typhoid,True
6395,iarrhoea,Typhoid,False
6396,kwharisha,Typhoid,False
6397,kuharisa,Typhoid,False
6398,kaha,Typhoid,False
6399,kuharisha,Typhoid,True
6400,toxic look (tyhos),Typhoid,False
6401,toxinc look (typhos),Typhoid,False
6402,toxic look (typhos),Typhoid,True
6403,toxic look (tybhos),Typhoid,False
6404,toxic look (typhous),Typhoid,False
6405,muonikano wa sumu (typhos),Typhoid,False
6406,muonekano wa sumu (typhos),Typhoid,True
6407,muonyekano wa sumu (dyphos),Typhoid,False
6408,bel pain,Typhoid,False
6409,bielly pain,Typhoid,False
6410,belly pamn,Typhoid,False
6411,belly pain,Typhoid,True
6412,maumivu ya tumpo,Typhoid,False
6413,maoomivu ya tumbo,Typhoid,False
6414,maumyvu ya tumbo,Typhoid,False
6415,mawmivu ya tumbo,Typhoid,False
6416,maumivu ya tumbo,Typhoid,True
6417,mbaumivu ya tumbo,Typhoid,False
6418,chills,Typhoid,True
6419,baridi kaly,Typhoid,False
6420,bareedi kali,Typhoid,False
6421,baridi kali,Typhoid,True
6422,baridi kli,Typhoid,False
6423,vommiting,Typhoid,False
6424,vomiting,Typhoid,True
6425,kutapika,Typhoid,True
6426,fatigutigue,Typhoid,False
6427,fatigwe,Typhoid,False
6428,fatigue,Typhoid,True
6429,faigue,Typhoid,False
6430,uchoovu,Typhoid,False
6431,uchnvu,Typhoid,False
6432,uchovu,Typhoid,True
6433,high fever,Typhoid,True
6434,homa keli,Typhoid,False
6435,hioma kali,Typhoid,False
6436,homa kali,Typhoid,True
6437,homa kei,Typhoid,False
6438,headache,Typhoid,True
6439,headakye,Typhoid,False
6440,maumivu ya kychwa,Typhoid,False
6441,maumivu ya kicoa,Typhoid,False
6442,maumivu ya kichwa,Typhoid,True
6443,maumvu ya kichwa,Typhoid,False
6444,meumivu ya ka,Typhoid,False
6445,maumivu ya kichhwa,Typhoid,False
6446,mbaumivu ya kichwa,Typhoid,False
6447,coonstipation,Typhoid,False
6448,consdipation,Typhoid,False
6449,constipation,Typhoid,True
6450,consipation,Typhoid,False
6451,consthipation,Typhoid,False
6452,kukosa chooo,Typhoid,False
6453,kukosa ch,Typhoid,False
6454,kukosa choo,Typhoid,True
6455,kukosmkosa choo,Typhoid,False
6456,abdominal pain,Typhoid,True
6457,abdominal po,Typhoid,False
6458,abdominal pn,Typhoid,False
6459,maumyvu ya tumbo,Typhoid,False
6460,maumnaumivu ya tummbo,Typhoid,False
6461,maumevu ya tumbou,Typhoid,False
6462,naumivu ya tumbo,Typhoid,False
6463,maumivu ya tumbo,Typhoid,True
6464,diarrhoea,Typhoid,True
6465,diarrhoiea,Typhoid,False
6466,dhiarrhoea,Typhoid,False
6467,kuharicha,Typhoid,False
6468,kuharisha,Typhoid,True
6469,toxic loonook (typhos),Typhoid,False
6470,toxic louok (typhos),Typhoid,False
6471,toxic loook (typhos),Typhoid,False
6472,toxic look (typhos),Typhoid,True
6473,muonekano wa sumu (thyphos),Typhoid,False
6474,muonekanouonekano wa sumu (typhos),Typhoid,False
6475,muonekano wa sumu (typhosmphos),Typhoid,False
6476,mikano wa sumu (typhos),Typhoid,False
6477,muonekeno wa sumu (typhos),Typhoid,False
6478,muonekano wa sumu (typhos),Typhoid,True
6479,belly bain,Typhoid,False
6480,belly pain,Typhoid,True
6481,billy pain,Typhoid,False
6482,belly pin,Typhoid,False
6483,belly painn,Typhoid,False
6484,belmly pain,Typhoid,False
6485,belly painy,Typhoid,False
6486,mauminumivu ya tumbo,Typhoid,False
6487,mau ya dumbo,Typhoid,False
6488,maaumivu ya tumbo,Typhoid,False
6489,maumivu ya umbo,Typhoid,False
6490,maumivu ya tumbo,Typhoid,True
6491,maumivu ya twmbo,Typhoid,False
6492,chills,Typhoid,True
6493,chilluls,Typhoid,False
6494,badi kali,Typhoid,False
6495,baridndi ali,Typhoid,False
6496,bharidi kali,Typhoid,False
6497,barii kali,Typhoid,False
6498,baridi kali,Typhoid,True
6499,vombiting,Typhoid,False
6500,vom,Typhoid,False
6501,vommiting,Typhoid,False
6502,vomiting,Typhoid,True
6503,kutapika,Typhoid,True
6504,kutapmutapika,Typhoid,False
6505,fatigumatigue,Typhoid,False
6506,fatigue,Typhoid,True
6507,uuchovu,Typhoid,False
6508,uchohhovu,Typhoid,False
6509,uchovu,Typhoid,True
6510,high fhr,Typhoid,False
6511,high fever,Typhoid,True
6512,homa kalio,Typhoid,False
6513,homa kali,Typhoid,True
6514,headache,Typhoid,True
6515,headaciche,Typhoid,False
6516,headachhhe,Typhoid,False
6517,maumivu ya kichwa,Typhoid,True
6518,maumivu ya kicwa,Typhoid,False
6519,maumivu ya kichwchwa,Typhoid,False
6520,maumivu ya kna,Typhoid,False
6521,maumyvu ya kichwa,Typhoid,False
6522,nausea,Typhoid,True
6523,kikyefuchefu,Typhoid,False
6524,kichefuchefu,Typhoid,True
6525,kicfuchefu,Typhoid,False
6526,abdominal pain,Typhoid,True
6527,abdominal pnin,Typhoid,False
6528,mamumivu ya tumbo,Typhoid,False
6529,maumivu ya tummbo,Typhoid,False
6530,maaumivu ya tumbo,Typhoid,False
6531,maumivu ya tumbo,Typhoid,True
6532,mumivu ya tumbo,Typhoid,False
6533,meumivu ya tumvo,Typhoid,False
6534,diarrhoea,Typhoid,True
6535,diarrhoia,Typhoid,False
6536,koharisha,Typhoid,False
6537,kuuharisha,Typhoid,False
6538,kuharishuarisha,Typhoid,False
6539,kuharisha,Typhoid,True
6540,toxixic lomook (typhos),Typhoid,False
6541,toxic look (typnphos),Typhoid,False
6542,toxic look (typhos),Typhoid,True
6543,toxic look (tyo,Typhoid,False
6544,tooxic look (typhos),Typhoid,False
6545,muonekano wa su (typhos),Typhoid,False
6546,muuonekano wa suumu (tyhos),Typhoid,False
6547,muonekano wa sumu (typhos),Typhoid,True
6548,muonekano wa sumu (tyhos),Typhoid,False
6549,belly painn,Typhoid,False
6550,belly paiin,Typhoid,False
6551,belly pain,Typhoid,True
6552,mauvu ya tumbo,Typhoid,False
6553,maoomivu ya tumbo,Typhoid,False
6554,maumivu ya tumbbo,Typhoid,False
6555,maumivu ya toombo,Typhoid,False
6556,maumivu ya tumbo,Typhoid,True
6557,chills,Typhoid,True
6558,chiills,Typhoid,False
6559,bareedi kali,Typhoid,False
6560,baridi cali,Typhoid,False
6561,baredi kali,Typhoid,False
6562,baridi kalli,Typhoid,False
6563,baridi kali,Typhoid,True
6564,vometing,Typhoid,False
6565,vombiting,Typhoid,False
6566,vommiting,Typhoid,False
6567,vomiting,Typhoid,True
6568,kwtapika,Typhoid,False
6569,kutapika,Typhoid,True
6570,kuapika,Typhoid,False
6571,fatigue,Typhoid,True
6572,uchhovu,Typhoid,False
6573,uchovu,Typhoid,True
6574,heegh fever,Typhoid,False
6575,high fever,Typhoid,True
6576,houma kali,Typhoid,False
6577,homa kaly,Typhoid,False
6578,hooma kali,Typhoid,False
6579,homa kali,Typhoid,True
6580,hia kali,Typhoid,False
6581,headache,Typhoid,True
6582,headaadache,Typhoid,False
6583,maumifu ya kichwa,Typhoid,False
6584,maumivu ya kychwa,Typhoid,False
6585,maumivu ya kichwa,Typhoid,True
6586,maumifu ya kichw,Typhoid,False
6587,nausea,Typhoid,True
6588,naoa,Typhoid,False
6589,cichefuchefu,Typhoid,False
6590,kichefuchefu,Typhoid,True
6591,keechefuchefu,Typhoid,False
6592,consti,Typhoid,False
6593,constipation,Typhoid,True
6594,kukosa choo,Typhoid,True
6595,kukosa chouo,Typhoid,False
6596,diarrhoea,Typhoid,True
6597,tiarrhoea,Typhoid,False
6598,kuharisha,Typhoid,True
6599,toxyc look (typhos),Typhoid,False
6600,tox l (typhos),Typhoid,False
6601,toxic look (typhos),Typhoid,True
6602,muonekano wa sumiu (typhos),Typhoid,False
6603,muonekeno wa sumu (typhos),Typhoid,False
6604,muonekano wa snmu (typhos),Typhoid,False
6605,muonekano wa sumu (typhos),Typhoid,True
6606,muonekano wa sumeumu (th),Typhoid,False
6607,muonekano we sumu (typhos),Typhoid,False
6608,bellyuelly pain,Typhoid,False
6609,bmelly pain,Typhoid,False
6610,belly phain,Typhoid,False
6611,belly pain,Typhoid,True
6612,maumivu ya tno,Typhoid,False
6613,maumivu ya tunbo,Typhoid,False
6614,maaumivu ya tumbo,Typhoid,False
6615,maumivu ya toombo,Typhoid,False
6616,maumivu ya tumbo,Typhoid,True
6617,chills,Typhoid,True
6618,baridi kali,Typhoid,True
6619,varidi kali,Typhoid,False
6620,vombiting,Typhoid,False
6621,fomiting,Typhoid,False
6622,vomiting,Typhoid,True
6623,kutapika,Typhoid,True
6624,fatigue,Typhoid,True
6625,fatingue,Typhoid,False
6626,fategue,Typhoid,False
6627,uchofu,Typhoid,False
6628,uchovuevu,Typhoid,False
6629,uchovu,Typhoid,True
6630,highgh fever,Typhoid,False
6631,high fevher,Typhoid,False
6632,high fever,Typhoid,True
6633,homema kali,Typhoid,False
6634,honoma kaali,Typhoid,False
6635,homa kali,Typhoid,True
6636,headache,Typhoid,True
6637,maumivu ya chichwa,Typhoid,False
6638,mamvu ya kichwa,Typhoid,False
6639,maumivu ya kichwa,Typhoid,True
6640,maumivu ya kichwnhwa,Typhoid,False
6641,maumivuaumivu ya kichwa,Typhoid,False
6642,nusea,Typhoid,False
6643,nausea,Typhoid,True
6644,nausaa,Typhoid,False
6645,kichepuchefu,Typhoid,False
6646,kichefuhichefuchefu,Typhoid,False
6647,kichefuchefu,Typhoid,True
6648,canstipation,Typhoid,False
6649,constipation,Typhoid,True
6650,constiption,Typhoid,False
6651,kukosa choo,Typhoid,True
6652,kwkosa choo,Typhoid,False
6653,kukoosa cuoo,Typhoid,False
6654,abdominal pain,Typhoid,True
6655,abdomminal painy,Typhoid,False
6656,maumivu ya tumbo,Typhoid,True
6657,maumivu ya tumbhbo,Typhoid,False
6658,maumivu ya tumboo,Typhoid,False
6659,mmaumivu ya tumbo,Typhoid,False
6660,toxic look (u),Typhoid,False
6661,toxic look (typhos),Typhoid,True
6662,muonekano wa sumbu (typhos),Typhoid,False
6663,muounekano wa sumu (typhos),Typhoid,False
6664,moo w summu (typhos),Typhoid,False
6665,muonekano wa sumu (typhos),Typhoid,True
6666,muonekano wa sumu (htyphos),Typhoid,False
6667,muomuonekano wa sumu (tybhos),Typhoid,False
6668,belly pahin,Typhoid,False
6669,belly bain,Typhoid,False
6670,bellmlly pain,Typhoid,False
6671,belly pain,Typhoid,True
6672,maumivu ya tumbo,Typhoid,True
6673,maumivu ya thumbo,Typhoid,False
6674,mawmivu ya umbo,Typhoid,False
6675,chills,Typhoid,True
6676,baridi kaali,Typhoid,False
6677,baridi cali,Typhoid,False
6678,bridi kali,Typhoid,False
6679,baridmi kaali,Typhoid,False
6680,baridi kali,Typhoid,True
6681,varidi kali,Typhoid,False
6682,vomit,Typhoid,False
6683,vomiing,Typhoid,False
6684,vomiting,Typhoid,True
6685,kutapika,Typhoid,True
6686,fatigue,Typhoid,True
6687,fadigue,Typhoid,False
6688,uchovu,Typhoid,True
6689,hih fever,Typhoid,False
6690,high fover,Typhoid,False
6691,high fever,Typhoid,True
6692,high fefer,Typhoid,False
6693,homa keli,Typhoid,False
6694,homma kali,Typhoid,False
6695,homa kalia,Typhoid,False
6696,homa kali,Typhoid,True
6697,haadache,Typhoid,False
6698,headache,Typhoid,True
6699,hidache,Typhoid,False
6700,maumivu ye kichwa,Typhoid,False
6701,maumivu ya kichwa,Typhoid,True
6702,mausea,Typhoid,False
6703,nausea,Typhoid,True
6704,neusea,Typhoid,False
6705,cchefuchefu,Typhoid,False
6706,kichefuuchefu,Typhoid,False
6707,kichefuchefu,Typhoid,True
6708,kichevuchefu,Typhoid,False
6709,kichefuefu,Typhoid,False
6710,constipation,Typhoid,True
6711,counstipation,Typhoid,False
6712,kukosa choo,Typhoid,True
6713,kukasa choo,Typhoid,False
6714,kookosa choo,Typhoid,False
6715,kukossa choo,Typhoid,False
6716,chukosa choo,Typhoid,False
6717,abdominal pain,Typhoid,True
6718,maumivu ya tumbo,Typhoid,True
6719,maumivu ya tumbho,Typhoid,False
6720,dinrhoea,Typhoid,False
6721,diarrhouea,Typhoid,False
6722,diarrhoea,Typhoid,True
6723,kuharisha,Typhoid,True
6724,kuhaa,Typhoid,False
6725,belly pain,Typhoid,True
6726,maumivu ya tumbo,Typhoid,True
6727,maumivhu ya tumbo,Typhoid,False
6728,maumyvu ya tumbno,Typhoid,False
6729,chills,Typhoid,True
6730,chilli,Typhoid,False
6731,baridi kaly,Typhoid,False
6732,baridi kali,Typhoid,True
6733,baridi kli,Typhoid,False
6734,vomithmiting,Typhoid,False
6735,vomiing,Typhoid,False
6736,vomiting,Typhoid,True
6737,vomitinng,Typhoid,False
6738,vomiding,Typhoid,False
6739,kutapika,Typhoid,True
6740,kootapika,Typhoid,False
6741,fatiguie,Typhoid,False
6742,fatigue,Typhoid,True
6743,ueovu,Typhoid,False
6744,uchovu,Typhoid,True
6745,high faver,Typhoid,False
6746,higgh fever,Typhoid,False
6747,heegh fever,Typhoid,False
6748,higah fever,Typhoid,False
6749,high fever,Typhoid,True
6750,high fmever,Typhoid,False
6751,hama kali,Typhoid,False
6752,homa kmi,Typhoid,False
6753,homa kli,Typhoid,False
6754,homa kali,Typhoid,True
6755,homba kali,Typhoid,False
6756,homa knli,Typhoid,False
6757,hedache,Typhoid,False
6758,headache,Typhoid,True
6759,hiadache,Typhoid,False
6760,headaoadache,Typhoid,False
6761,mbaumivu ya kichwa,Typhoid,False
6762,maumivhu ya kichwa,Typhoid,False
6763,maumivu ya kichwau,Typhoid,False
6764,maumivu ya kichwa,Typhoid,True
6765,nausea,Typhoid,True
6766,naushusea,Typhoid,False
6767,nauseau,Typhoid,False
6768,nauseaiusea,Typhoid,False
6769,kichefoochefu,Typhoid,False
6770,kichiefuchefu,Typhoid,False
6771,kichefuchefu,Typhoid,True
6772,kichifuchefu,Typhoid,False
6773,chchefuchefu,Typhoid,False
6774,constipaan,Typhoid,False
6775,constipation,Typhoid,True
6776,constiption,Typhoid,False
6777,consthipation,Typhoid,False
6778,kukoosa choo,Typhoid,False
6779,kukosa choo,Typhoid,True
6780,abdominal paim,Typhoid,False
6781,abdouminal pain,Typhoid,False
6782,abdoninal pain,Typhoid,False
6783,abdomminal pain,Typhoid,False
6784,abdominal pain,Typhoid,True
6785,bdominal pain,Typhoid,False
6786,maumivu ya tumbo,Typhoid,True
6787,mauhvu ya tumbo,Typhoid,False
6788,maunumivu ya tumbo,Typhoid,False
6789,maumivu ya tummbo,Typhoid,False
6790,diarrhoaa,Typhoid,False
6791,diarrhoea,Typhoid,True
6792,dearrhoea,Typhoid,False
6793,tiarrhoea,Typhoid,False
6794,cuharisha,Typhoid,False
6795,uharisha,Typhoid,False
6796,kuharisha,Typhoid,True
6797,kuhariarisha,Typhoid,False
6798,toxic look (hyphos),Typhoid,False
6799,toxicaic look (typhos),Typhoid,False
6800,toximc look (typhos),Typhoid,False
6801,toxic look (typhos),Typhoid,True
6802,toxic look (typhhs),Typhoid,False
6803,toxic loohk (typhnos),Typhoid,False
6804,toxic look (yphos),Typhoid,False
6805,muonekano wa sumhumu (typhos),Typhoid,False
6806,muanekano wa shumu (typhos),Typhoid,False
6807,muonekano waa sumu (typhos),Typhoid,False
6808,muonekannnekano wa sumu (typhos),Typhoid,False
6809,muonechano wa sumu (typhos),Typhoid,False
6810,muonekano wa sumu (typhos),Typhoid,True
6811,mmuonekano wa sumu (typhos),Typhoid,False
6812,chells,Typhoid,False
6813,ca,Typhoid,False
6814,chil,Typhoid,False
6815,chills,Typhoid,True
6816,shills,Typhoid,False
6817,varidi kaliii,Typhoid,False
6818,baridi kali,Typhoid,True
6819,vomiting,Typhoid,True
6820,kutaapika,Typhoid,False
6821,kutaika,Typhoid,False
6822,kutapika,Typhoid,True
6823,fatigue,Typhoid,True
6824,fnue,Typhoid,False
6825,faue,Typhoid,False
6826,oochovu,Typhoid,False
6827,uchovu,Typhoid,True
6828,high fiever,Typhoid,False
6829,high phever,Typhoid,False
6830,ho fever,Typhoid,False
6831,high fever,Typhoid,True
6832,hegh fevher,Typhoid,False
6833,homa kalee,Typhoid,False
6834,hama kal,Typhoid,False
6835,homma kale,Typhoid,False
6836,homa kali,Typhoid,True
6837,headache,Typhoid,True
6838,headashe,Typhoid,False
6839,maumivu ya kichechwa,Typhoid,False
6840,maumivu ya kychwa,Typhoid,False
6841,maumivu ya kichwa,Typhoid,True
6842,maumivu ya kicwa,Typhoid,False
6843,naoosea,Typhoid,False
6844,neusea,Typhoid,False
6845,nausea,Typhoid,True
6846,nmausea,Typhoid,False
6847,nnusea,Typhoid,False
6848,kychefuchefu,Typhoid,False
6849,kichefoochefu,Typhoid,False
6850,kichefuchefu,Typhoid,True
6851,kishefuchefu,Typhoid,False
6852,constaation,Typhoid,False
6853,connstipation,Typhoid,False
6854,constipation,Typhoid,True
6855,kukosa choo,Typhoid,True
6856,kuhkosa choo,Typhoid,False
6857,kuksa choo,Typhoid,False
6858,chukosa choo,Typhoid,False
6859,kukosa choeoo,Typhoid,False
6860,abdominal payn,Typhoid,False
6861,abdominal pain,Typhoid,True
6862,bdominal pain,Typhoid,False
6863,maumivu ya tumbo,Typhoid,True
6864,mu ya tuumbo,Typhoid,False
6865,maumeumivu ya tumbo,Typhoid,False
6866,mbaumivu ya tumbo,Typhoid,False
6867,diarrhoea,Typhoid,True
6868,iarrhoea,Typhoid,False
6869,diarrhoia,Typhoid,False
6870,kuharissha,Typhoid,False
6871,kuharisha,Typhoid,True
6872,kharisha,Typhoid,False
6873,toxinic look (typhos),Typhoid,False
6874,tnc look (typhos),Typhoid,False
6875,doxic look (typhoso,Typhoid,False
6876,toxyc look (typhos),Typhoid,False
6877,toxic look (typhos),Typhoid,True
6878,toxic look (yphos),Typhoid,False
6879,tooxic look (typhos),Typhoid,False
6880,muonkano wa sumu (typhos),Typhoid,False
6881,muonekano wa suumu (typhos),Typhoid,False
6882,muonekano wa sumu (typhos),Typhoid,True
6883,mooonekano wa sumu (thos),Typhoid,False
6884,mmuonekano wa sumu (typhos),Typhoid,False
6885,bally pain,Typhoid,False
6886,bemlly pain,Typhoid,False
6887,bally ain,Typhoid,False
6888,belly pain,Typhoid,True
6889,maumivu ya tumbo,Typhoid,True
6890,meumivu ya tumbi,Typhoid,False
6891,maumivu ya tummbo,Typhoid,False
6892,mawmivu ya tumbo,Typhoid,False
6893,chills,Typhoid,True
6894,bridi kali,Typhoid,False
6895,baridi kali,Typhoid,True
6896,baredi kali,Typhoid,False
6897,fomiting,Typhoid,False
6898,voomiting,Typhoid,False
6899,vomiting,Typhoid,True
6900,kutapika,Typhoid,True
6901,kutapotapika,Typhoid,False
6902,fetigue,Typhoid,False
6903,fugue,Typhoid,False
6904,fatigue,Typhoid,True
6905,ukyovu,Typhoid,False
6906,ushovu,Typhoid,False
6907,uchmchovu,Typhoid,False
6908,uchovu,Typhoid,True
6909,high fiever,Typhoid,False
6910,hig f,Typhoid,False
6911,hmgh fever,Typhoid,False
6912,high fever,Typhoid,True
6913,ho kali,Typhoid,False
6914,homa kali,Typhoid,True
6915,headaeadache,Typhoid,False
6916,headache,Typhoid,True
6917,he,Typhoid,False
6918,hiadache,Typhoid,False
6919,maumivu ya kychwa,Typhoid,False
6920,maumivu ya kichwa,Typhoid,True
6921,maumeevu ya kichwa,Typhoid,False
6922,nnausea,Typhoid,False
6923,nausea,Typhoid,True
6924,nauusea,Typhoid,False
6925,kichefoochefu,Typhoid,False
6926,cchefuchefu,Typhoid,False
6927,kichefuchefu,Typhoid,True
6928,kishefuchefu,Typhoid,False
6929,canstipation,Typhoid,False
6930,constipation,Typhoid,True
6931,consdipation,Typhoid,False
6932,constipattipation,Typhoid,False
6933,kukosa choo,Typhoid,True
6934,chukosa choo,Typhoid,False
6935,khukosa choo,Typhoid,False
6936,abdominal pain,Typhoid,True
6937,abdominal paeen,Typhoid,False
6938,abdominal pa,Typhoid,False
6939,maumifu ya tumbo,Typhoid,False
6940,maaumivu ya tumbo,Typhoid,False
6941,maumivu ya tumbo,Typhoid,True
6942,maumivu y tumbo,Typhoid,False
6943,mbaumivu ya tumbo,Typhoid,False
6944,diarrhouea,Typhoid,False
6945,diarrhoea,Typhoid,True
6946,koharisha,Typhoid,False
6947,kuharisha,Typhoid,True
6948,tohxic look (typhos),Typhoid,False
6949,tooxic look (typhos),Typhoid,False
6950,toxic look (typhos),Typhoid,True
6951,muoniekano wa sumu (typhos),Typhoid,False
6952,muonnekano wa sumu (typhous),Typhoid,False
6953,muonekano wa sumu (typhoshos),Typhoid,False
6954,muonekano wa sumu (typhoos),Typhoid,False
6955,muonekano wa sumu (typhos),Typhoid,True
6956,muonekaonekano wa sumu (typhos),Typhoid,False
6957,muonekano we sumu (typhos),Typhoid,False
6958,muonekannekano wa sumu (typhos),Typhoid,False
